texto,tipo
"Investiga FGEO los homicidios de agentes de la Policía Vial, en la zona de Juxtlahuaca",Accidentes e Incidentes
"Fiscalía General presentó datos de prueba suficientes y Juez vinculó a proceso a probable responsable del homicidio de adolescente, ocurrido en enfrentamiento en la Central de Abasto",Accidentes e Incidentes
"Logra FGEO aprehensión de probable partícipe en el homicidio de adolescente de 15 años, en la Central de Abasto",Accidentes e Incidentes
Vinculan a proceso a probable responsable de homicidio cometido en los Chimalapas: Fiscalía General,Accidentes e Incidentes
Obtiene Fiscalía General fallo condenatorio contra responsable de doble homicidio,Accidentes e Incidentes
"Aprehende Fiscalía General y presenta ante Juez a probable partícipe en homicidio de mujer, en Santa Cruz Xoxocotlán",Accidentes e Incidentes
Vinculado a proceso otro probable implicado en el homicidio de exedil de Tlaxiaco: Fiscalía General,Accidentes e Incidentes
Fiscalía General realiza cateos para cumplimentar orden de aprehensión contra probable partícipe en el homicidio del exmunícipe de Tlaxiaco,Accidentes e Incidentes
Aprehende Fiscalía General a otro probable partícipe en el homicidio del ex edil de Tlaxiaco,Accidentes e Incidentes
Investiga Fiscalía General la probable comisión de delitos electorales,Accidentes e Incidentes
LOGRA FISCALÍA GENERAL SENTENCIA CONDENATORIA CONTRA COLOMBIANO POR HOMICIDIO,Accidentes e Incidentes
OBTIENE FISCALÍA GENERAL SENTENCIA CONDENATORIA POR EL DELITO DE HOMICIDIO CALIFICADO CON VENTAJA,Accidentes e Incidentes
"LOGRA FISCALÍA GENERAL VINCULAR A PROCESO A SUJETO ACUSADO DE HOMICIDIO, DETENIDO EN TLAXCALA",Accidentes e Incidentes
Fiscalía General ejecuta orden de aprehensión contra tres probables responsables de homicidio de líder sindical,Accidentes e Incidentes
Logra Fiscalía General detener y vincular a proceso por el delito de homicidio con la agravante de responsabilidad médica,Accidentes e Incidentes
Ejecuta Fiscalía General orden de reaprehensión por el delito de homicidio calificado,Accidentes e Incidentes
Inundaciones y daños materiales en Oaxaca por onda tropical No. 27,Accidentes e Incidentes
Ejecuta Fiscalía General orden de aprehensión por el delito de homicidio contra una mujer,Accidentes e Incidentes
Informa Fiscalía General sobre homicidio de empresario,Accidentes e Incidentes
"En la Cuenca, obtiene Fiscalía General vinculación a proceso por el delito de homicidio",Accidentes e Incidentes
"FGEO ejecuta orden de aprehensión contra probable responsable de violación y abuso sexual contra dos menores de edad, cometido en el Istmo",Accidentes e Incidentes
Informa Fiscalía General sobre accidente aéreo en Jamiltepec,Accidentes e Incidentes
"En la Cuenca, logra Fiscalía General sentencia condenatoria por el delito de homicidio",Accidentes e Incidentes
Fiscalía de Oaxaca investiga probable responsabilidad de tres detenidos en homicidio de autoridades municipales de San Martín Peras,Accidentes e Incidentes
"Ejecuta Fiscalía General otra orden de aprehensión contra M. A. S. C. y M. A. M. M. , por el delito de homicidio calificado",Accidentes e Incidentes
Sostiene Fiscalía General imputación por abuso de autoridad contra Policías Estatales por hechos en Tuxtepec,Accidentes e Incidentes
"Logra Fiscalía General sentencia condenatoria por los delitos de violación, violencia familiar y maltrato animal",Accidentes e Incidentes
"En menos de 24 horas se registraron sismos en 12 estados de México, fenómeno pocas veces visto",Accidentes e Incidentes
Logra Fiscalía General sentencia condenatoria de 15 años por el delito de despojo agravado en caso Chimalapas,Accidentes e Incidentes
"[VIDEO] Después de accidente, CFE continúa sin rehabilitar poste de luz; vecinos caminan entre cables y en evidente riesgo",Accidentes e Incidentes
Ejecuta Fiscalía General otra orden de aprehensión por el delito de homicidio,Accidentes e Incidentes
Logra Fiscalía General sentencia de 15 años de prisión por el delito de homicidio,Accidentes e Incidentes
Obtiene Fiscalía General sentencia condenatoria de 210 años de prisión por los delitos de homicidio y tentativa de homicidio,Accidentes e Incidentes
Logra Fiscalía General sentencia condenatoria por el delito de homicidio en Puerto Escondido,Accidentes e Incidentes
"Ecatepec, bajo el agua: fallecen al menos dos personas por inundaciones",Desastres naturales
Muere una persona por choque en el libramiento de Ocotlán de Morelos,Accidentes e Incidentes
Logra Fiscalía General 3 sentencias condenatorias de 34 años de prisión por los delitos de homicidio y lesiones calificadas,Accidentes e Incidentes
Registra Oaxaca 9 casos de trata de personas,Accidentes e Incidentes
Ejecuta Fiscalía General orden de aprehensión en Pinotepa por el delito de abuso sexual agravado,Accidentes e Incidentes
"Informa Fiscalía General que investiga robo, daños y posible abuso de autoridad en Tuxtepec",Accidentes e Incidentes
Logra Fiscalía General sentencia condenatoria por el delito de homicidio en la Costa,Accidentes e Incidentes
OAXACA: aparatoso accidente en carretera federal,Accidentes e Incidentes
Confían en recuperación económica tras inundaciones en Querétaro,Desastres naturales
Policia municipal detiene en Juchitán a sujeto por portación de arma de fuego.,Accidentes e Incidentes
Ejecuta Fiscalía orden de aprehensión por los delitos de abuso sexual y violación,Accidentes e Incidentes
"Por homicidio y lesiones en Nochixtlán, detienen a exjefes policiales",Accidentes e Incidentes
Realiza Fiscalía Panel en el marco del 'Día Mundial Contra la Trata de Personas',Accidentes e Incidentes
Logra Fiscalía vinculación a proceso por el delito de homicidio,Accidentes e Incidentes
Ejecuta Fiscalía orden de aprehensión por el delito de abuso sexual,Accidentes e Incidentes
"Hasta las 10 de la noche, 73 réplicas del sismo en Guerrero",Desastres naturales
Obtienen condena contra 2 por violación y violencia familiar,Accidentes e Incidentes
Procesan a imputado por violencia familiar en contra de su madre,Accidentes e Incidentes
Reportan tres heridos tras fuerte volcadura de tráiler registrada en libramiento Xalapa-Perote,Accidentes e Incidentes
"Reconoce Fiscal General, elección de Fiscales de Delitos Electorales y de Combate a la Corrupción, por el Congreso del Estado",Accidentes e Incidentes
"Lo asesinan con múltiples disparos de armas de asalto, en Tuxpan",Accidentes e Incidentes
Pishing: qué es y cómo protegerte del fraude en interne,Accidentes e Incidentes
Basura propicia encharcamiento en la calle Manuel Ruiz,Accidentes e Incidentes
"‘¡Otra más!’, amenaza regidor de Pachuca acusado de lucrar con rastro municipal",Accidentes e Incidentes
Personal de la SSyPC entrega ayuda humanitaria a damnificados por lluvias,Accidentes e Incidentes
Deja choque un muerto y 4 heridos en la carretera Oaxaca-Cuacnopalan,Accidentes e Incidentes
Vinculan a proceso a 2 por presunta portación de armas de fuego,Accidentes e Incidentes
"Se duplican riesgos de infarto en adultos jóvenes consumidores de cannabis, según estudio de CMAJ",Accidentes e Incidentes
Restablece CFE al 98% suministro eléctrico tras sismo,Desastres naturales
Así atendió Brigada Lobo a lesionados por accidentes en Oaxaca de Juárez,Accidentes e Incidentes
Basura en las alcantarillas causa inundaciones en Tehuantepec,Desastres naturales
Anuncian lluvias y fuertes vientos en el Istmo por frente frío,Accidentes e Incidentes
Ajusta sismológico a 7. 1 grados el temblor,Desastres naturales
Reportan sin daños por sismo en Huajuapan,Desastres naturales
"Preliminar: sismo, de 6. 9 con epicentro en Acapulco",Accidentes e Incidentes
Cuerpo de bomberos atienden llamados de auxilio tras derrumbes en la Mixteca,Accidentes e Incidentes
Vuela una motociclista tras fuerte accidente,Accidentes e Incidentes
"Despliega Guardia Nacional plan de auxilio para damnificados de Hidalgo, y Ecatepec, Edo. Mex.",Accidentes e Incidentes
Amenazan transportistas con bloquear carretera por incumplimiento de la SC,Accidentes e Incidentes
Rescatan a tres pescadores de Chiapas tras 27 días de naufragio,Accidentes e Incidentes
Convoca IEEPCO a participar en la integración de Consejos Electorales Distritales,Accidentes e Incidentes
Centro de Loma Bonita se convierte en ‘ring’; dos riñas en una noche,Accidentes e Incidentes
Matan a hombre señalado de doble homicidio en San Miguel del Puerto,Accidentes e Incidentes
"Se han registrado 150 réplicas del sismo de 7. 1, asegura el Servicio Sismológico Nacional",Desastres naturales
Automovilista provoca accidente de tránsito en Tuxtla Gutiérrez,Accidentes e Incidentes
Aeronaves oficiales se usan para atender emergencia sanitaria: Rutilio Escandón,Accidentes e Incidentes
¿Se ahorcó? Autoridades investigan posible suicidio,Accidentes e Incidentes
Intensa lluvia y encharcamientos provoca Onda tropical 35 en Loma Bonita,Accidentes e Incidentes
"AMLO informó sobre afectaciones menores tras sismo en Acapulco, Guerrero de 7. 1 grados",Desastres naturales
Saldo blanco tras sismo de 6. 9 en Huajuapan de León,Accidentes e Incidentes
Bajas temperaturas ponen en alto riesgo a 138 municipios de Oaxaca,Accidentes e Incidentes
Persona de 99 años resultó lesionada tras accidente automovilístico en Tuxtla,Accidentes e Incidentes
Aguas negras invaden Barrio Santa Rosa,Accidentes e Incidentes
Ejecuta FGEO orden de aprehensión contra sujete que probablemente extorsionaba a grupo de comerciantes en Oaxaca de Juárez,Accidentes e Incidentes
Reportan cierre parcial de carretera a Huautla por derrumbe,Accidentes e Incidentes
Realiza FGEO acciones contra el narcomenudeo en la Costa,Accidentes e Incidentes
André El-Mann Arazi explica los planes anti-huracanes y desastres que impulsa FUNO,Accidentes e Incidentes
"En Oaxaca, se registran inundaciones y escurrimiento de ríos por lluvias",Desastres naturales
Refuerza IEEPO cultura de prevención en caso de sismo en alumnado,Desastres naturales
Obtienen sentencia de 3 años de cárcel violencia familiar,Accidentes e Incidentes
Van mil 80 inmuebles con daños considerables en Guerrero por sismo,Desastres naturales
Despierta Acapulco con nuevo sismo de magnitud 4. 2,Accidentes e Incidentes
"(Video)Niño de 14 años, una de las víctimas mortales del choque de tráiler en caseta México-Puebla",Accidentes e Incidentes
Sin reporte de daños en inmuebles público en la Costa y Huajuapan tras sismo de 7. 1,Desastres naturales
Monitorean daños por sismo en la Costa oaxaqueña,Accidentes e Incidentes
Motociclista se accidente al cerrarle el paso sobre la carretera Tapachula - Puerto Madero,Accidentes e Incidentes
Puntos Infonavit no se ven afectados por reforma de subcontratación laboral,Accidentes e Incidentes
"Obtuvimos sentencia condenatoria de 34 años de prisión contra dos responsables de robo y tentativa de homicidio, en taquería de Tuxtepec",Accidentes e Incidentes
Adolescente es detenido por presunto homicidio de policía en la Costa,Accidentes e Incidentes
"No guardes tu paraguas ni suéter, los necesitarás por frentes fríos y ciclones en Tuxtepec",Accidentes e Incidentes
"[VIDEO] En riesgo, mujer de Valle Nacional, Oaxaca; amenazan con 'levantarla'por un terreno intestado",Accidentes e Incidentes
"OAXACA: adolescente fue localizada sin vida, había sido amenazada por autoridad",Accidentes e Incidentes
"Realiza FGEO acciones contra el narcomenudeo; en la Costa, aseguramos armas y detuvimos a una persona",Accidentes e Incidentes
Obtiene FGEO sentencia de 7 años de prisión contra responsable del delito de violencia familiar cometida en la región del Istmo,Accidentes e Incidentes
Reportan 4 homicidios en Oaxaca,Accidentes e Incidentes
"Se registran hasta 35 sismos al día en Huajuapan, la mayoría son imperceptibles",Accidentes e Incidentes
Alertan en el Istmo por inundaciones tras el desfogue de una presa,Desastres naturales
Aparatosa volcadura de auto tras fuerte choque en el centro de Veracruz,Accidentes e Incidentes
FGEO realiza cateo contra narcomenudeo en San Francisco del Mar; una persona fallecida y una más detenida,Accidentes e Incidentes
"Por el delito de abuso de autoridad cometido en 2010 en Santiago Pinotepa Nacional, obtuvimos sentencia condenatoria contra dos policías estatales",Accidentes e Incidentes
